id	Sentença	Posição da palavra alvo	Palavra alvo	Classe	Obra	Autor	Ano	Movimento	tamanho sentença
2426	Meu senhor! gemia o outro.	1	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	7
2433	Cheguei-me; ele deteve-se logo e pediu-me a bênção; perguntei-lhe se aquele preto era escravo dele.	15	escravo	escravo	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	18
2455	comprou um escravo, e ia-lhe pagando, com alto juro, as quantias que de mim recebera.	2	escravo	escravo	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	19
2587	— Não se cria isto à toa, meu senhor;	9	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	11
2589	Felizmente, Iaiá me protegeu, e o senhor doutor também...	8	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	12
2719	Ao meio-dia, veio o criado dizer-me que estava na sala uma senhora, coberta com um véu.	5	criado	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	19
2719	Ao meio-dia, veio o criado dizer-me que estava na sala uma senhora, coberta com um véu.	12	senhora	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	19
2785	No teatro disse-me uma senhora que era levar muito longe o amor da escultura.	4	senhora	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	15
3006	Sob o lençol desenhava-se a estrutura óssea do corpo, pontudo em dois lugares, nos joelhos e nos pés; a pele amarelada, bamba, rugosa, revestia apenas a caveira de um rosto sem expressão; uma carapuça de algodão branco cobria-lhe o crânio rapado pelo tempo.	43	branco	branco	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	51
3100	sim, senhor, era papa-fina.	2	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	7
3298	CAPÍTULO CIII / DISTRAÇÃO — Não, senhor doutor, isto não se faz.	7	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	15
3325	mas, se o senhor doutor algum dia chegar a casar com Iaiá, então sim, é que há de ver o anjo que ela é!	4	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	28
3377	O senhor por aqui!	1	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	5
3397	Sente-se, senhor doutor...	2	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	5
3438	De repente vejo um vulto negro; era D. Plácida, que fora dentro, enfiara a mantinha, e vinha oferecer-se-me para ir à casa do Lobo Neves.	5	negro	negro	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	30
3737	CAPÍTULO CXX / “COMPELLE INTRARE” — Não, senhor, agora quer você queira, quer não, há de casar, disse-me Sabina.	10	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	27
3759	A lembrança de Virgília aparecia de quando em quando, à porta, e com ela um diabo negro que me metia à cara um espelho, no qual eu via ao longe Virgília desfeita em lágrimas;	18	negro	negro	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	38
3840	O único fato alegado neste particular era o de mandar com freqüência escravos ao calabouço, donde eles desciam a escorrer sangue;	12	escravos	escravo	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	23
3841	mas, além de que ele só mandava os perversos e os fujões, ocorre que, tendo longamente contrabandeado em escravos, habituara-se de certo modo ao trato um pouco mais duro que esse gênero de negócio requeria, e não se pode honestamente atribuir à índole original de um homem o que é puro efeito de relações sociais.	21	escravos	escravo	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	61
4117	deram-me uma carta, dizendo que vinha de uma senhora.	9	senhora	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	11
4317	— Não, disse ele sorrindo; raros homens terão tanto juízo como o senhor.	14	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	16
4335	— Também o senhor?	3	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	5
4339	— Também o senhor; e o seu criado, não menos, se é seu criado esse homem que ali está sacudindo os tapetes à janela.	8	criado	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	28
4339	— Também o senhor; e o seu criado, não menos, se é seu criado esse homem que ali está sacudindo os tapetes à janela.	16	criado	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	28
4339	— Também o senhor; e o seu criado, não menos, se é seu criado esse homem que ali está sacudindo os tapetes à janela.	3	senhor	senhor	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	28
4340	De fato, era um dos meus criados que batia os tapetes, enquanto nós falávamos no jardim, ao lado.	7	criados	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	22
4341	O alienista notou então que ele escancarara as janelas todas deste longo tempo, que alçara as cortinas, que devassara o mais possível a sala, ricamente alfaiada, para que a vissem de fora, e concluiu: — Este seu criado tem a mania do ateniense: crê que os navios são dele; uma hora de ilusão que lhe dá a maior felicidade da Terra.	43	criado	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	70
4344	CAPÍTULO CLVI / ORGULHO DA SERVILIDADE Quincas Borba divergiu do alienista em relação ao meu criado.	15	criado	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	17
4345	— Pode-se, por imagem, disse ele, atribuir ao teu criado a mania do ateniense;	12	criado	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	18
4347	O que o teu criado tem é um sentimento nobre e perfeitamente regido pelas leis do Humanitismo: é o orgulho da servilidade.	4	criado	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	24
4348	A intenção dele é mostrar que não é criado de qualquer.	8	criado	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	12
4349	— Depois chamou a minha atenção para os cocheiros de casa grande, mais empertigados que o amo, para os criados de hotel, cuja solicitude obedece às variações sociais da freguesia, etc. E concluiu que era tudo a expressão daquele sentimento delicado e nobre, — prova cabal de que muitas vezes o homem, ainda a engraxar botas, é sublime.	21	criados	criado	Memórias Póstumas de Brás Cubas	Machado de Assis	1880	Romantismo	66
4	A comida arranjava-lha, mediante quatrocentos réis por dia, uma quitandeira sua vizinha, a Bertoleza, crioula trintona, escrava de um velho cego residente em Juiz de Fora e amigada com um português que tinha uma carroça de mão e fazia fretes na cidade.	18	crioula	crioulo	O Cortiço	Aluísio Azevedo	1890	Realismo	48
4	A comida arranjava-lha, mediante quatrocentos réis por dia, uma quitandeira sua vizinha, a Bertoleza, crioula trintona, escrava de um velho cego residente em Juiz de Fora e amigada com um português que tinha uma carroça de mão e fazia fretes na cidade.	21	escrava	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	48
10	"""Seu senhor comia-lhe a pele do corpo!"	2	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	9
13	Daí em diante, João Romão tornou-se o caixa, o procurador e o conselheiro da crioula.	16	crioula	crioulo	O Cortiço	Aluísio Azevedo	1890	Realismo	18
14	No fim de pouco tempo era ele quem tomava conta de tudo que ela produzia e era também quem punha e dispunha dos seus pecúlios, e quem se encarregava de remeter ao senhor os vinte mil-réis mensais.	33	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	39
20	Ele propôs-lhe morarem juntos e ela concordou de braços abertos, feliz em meter-se de novo com um português, porque, como toda a cafuza, Bertoleza não queria sujeitar-se a negros e procurava instintivamente o homem numa raça superior à sua.	32	negros	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	44
24	— Agora, disse ele à crioula, as coisas vão correr melhor para você.	6	crioula	crioulo	O Cortiço	Aluísio Azevedo	1890	Realismo	16
28	— Você agora não tem mais senhor!	6	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	8
35	Ele, como meu senhor, exigia o jornal, exigia o que era seu! — Seu ou não seu, acabou-se!	4	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	24
39	O senhor de Bertoleza não teve sequer conhecimento do fato; o que lhe constou, sim, foi que a sua escrava lhe havia fugido para a Bahia depois da morte do amigo.	22	escrava	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	35
39	O senhor de Bertoleza não teve sequer conhecimento do fato; o que lhe constou, sim, foi que a sua escrava lhe havia fugido para a Bahia depois da morte do amigo.	1	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	35
44	A escrava passara naturalmente em herança a qualquer dos filhos do morto;	1	escrava	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	13
45	mas, por estes, nada havia que recear: dois pândegos de marca maior que, empolgada a legitima, cuidariam de tudo, menos de atirar-se na pista de uma crioula a quem não viam de muitos anos àquela parte.	32	crioula	crioulo	O Cortiço	Aluísio Azevedo	1890	Realismo	43
48	Bertoleza representava agora ao lado de João Romão o papel tríplice de caixeiro, de criada e de amante.	15	criada	criado	O Cortiço	Aluísio Azevedo	1890	Realismo	20
55	Tanto assim que, um ano depois da aquisição da crioula, indo em hasta pública algumas braças de terra situadas ao fundo da taverna, arrematou-as logo e tratou, sem perda de tempo, de construir três casinhas de porta e janela.	10	crioula	crioulo	O Cortiço	Aluísio Azevedo	1890	Realismo	45
66	o que os escravos furtavam da casa dos seus senhores, apertando cada vez mais as próprias despesas, empilhando privações sobre privações, trabalhando e mais a amiga como uma junta de bois, João Romão veio afinal a comprar uma boa parte da bela pedreira, que ele, todos os dias, ao cair da tarde, assentado um instante à porta da venda, contemplava de longe com um resignado olhar de cobiça.	3	escravos	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	78
70	Corrida uma limpeza geral no casarão, mudar-se-ia ele para lá com a família, pois que a mulher, Dona Estela, senhora pretensiosa e com fumaças de nobreza, já não podia suportar a residência no centro da cidade, como também sua menina, a Zulmirinha, crescia muito pálida e precisava de largueza para enrijar e tomar corpo.	23	senhora	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	63
84	Era tarde já e não havia em casa alguma criada que lhe pudesse valer.	9	criada	criado	O Cortiço	Aluísio Azevedo	1890	Realismo	15
98	Estela, como se o olhar do marido lhe apalpasse o corpo, torceu-se sobre o quadril da esquerda, repuxando com as coxas o lençol para a frente e patenteando uma nesga de nudez estofada e branca.	37	branca	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	39
136	— O senhor perde seu tempo e seu latim!	2	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	10
245	E os gotejantes jiraus, cobertos de roupa molhada, cintilavam ao sol, que nem lagos de metal branco.	19	branco	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	21
251	um miserável, um sujo, que não pusera nunca um paletó, e que vivia de cama e mesa com uma negra!	22	negra	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	24
257	Pensara fazer-se senhor do Brasil e fizera-se escravo de uma brasileira mal-educada e sem escrúpulos de virtude!	7	escravo	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	18
257	Pensara fazer-se senhor do Brasil e fizera-se escravo de uma brasileira mal-educada e sem escrúpulos de virtude!	2	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	18
276	esse, sim, senhor!	4	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	6
294	Deu logo para fingir-se escravo das conveniências, afetando escrúpulos sociais, empertigando-se quanto podia e disfarçando a sua inveja pelo vizinho com um desdenhoso ar de superioridade condescendente.	4	escravo	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	30
299	Respirava o tom úmido das flores noturnas, uma brancura fria de magnólia; cabelos castanho-claros, mãos quase transparentes, unhas moles e curtas, como as da mãe, dentes pouco mais claros do que a cútis do rosto, pés pequeninos, quadril estreito mas os olhos grandes, negros, vivos e maliciosos.	52	negros	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	58
310	Nada lhe faltava, e os criados da casa o respeitavam como a um filho do próprio senhor.	6	criados	criado	O Cortiço	Aluísio Azevedo	1890	Realismo	19
310	Nada lhe faltava, e os criados da casa o respeitavam como a um filho do próprio senhor.	17	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	19
312	A criadagem da família, do Miranda compunha-se de Isaura, mulata ainda moça, moleirona e tola, que gastava todo o vintenzinho que pilhava em comprar capilé na venda de João Romão; uma negrinha virgem, chamada Leonor, muito ligeira e viva, lisa e seca como um moleque, conhecendo de orelha, sem lhe faltar um termo, a vasta tecnologia da obscenidade, e dizendo, sempre que os caixeiros ou os fregueses da taverna, só para mexer com ela, lhe davam atracações:	36	negrinha	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	93
312	A criadagem da família, do Miranda compunha-se de Isaura, mulata ainda moça, moleirona e tola, que gastava todo o vintenzinho que pilhava em comprar capilé na venda de João Romão; uma negrinha virgem, chamada Leonor, muito ligeira e viva, lisa e seca como um moleque, conhecendo de orelha, sem lhe faltar um termo, a vasta tecnologia da obscenidade, e dizendo, sempre que os caixeiros ou os fregueses da taverna, só para mexer com ela, lhe davam atracações:	11	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	93
314	""", e finalmente o tal Valentim, filho de uma escrava que foi de Dona Estela e a quem esta havia alforriado."	11	escrava	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	24
316	Pois se a caprichosa senhora ralhava com Zulmira por causa do negrinho!	11	negrinho	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	13
316	Pois se a caprichosa senhora ralhava com Zulmira por causa do negrinho!	4	senhora	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	13
320	E o pobre Miranda, se não queria sofrer impertinências da mulher e ouvir sensaborias defronte dos criados, tinha de dar ao moleque toda a consideração e fazer-lhe humildemente todas as vontades.	17	criados	criado	O Cortiço	Aluísio Azevedo	1890	Realismo	34
323	Era um pobre-diabo caminhando para os setenta anos, antipático, cabelo branco, curto e duro, como escova, barba e bigode do mesmo teor;	12	branco	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	28
326	Fora em seu tempo empregado do comércio, depois corretor de escravos; contava mesmo que estivera mais de uma vez na África negociando negros por sua conta.	24	negros	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	29
326	Fora em seu tempo empregado do comércio, depois corretor de escravos; contava mesmo que estivera mais de uma vez na África negociando negros por sua conta.	11	escravos	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	29
365	afirmava ela, eu bem percebo quanto aquele traste do senhor meu marido me detesta, mas isso tanto se me dá como a primeira camisa que vesti!	10	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	29
372	A senhora soltou um pequeno grito, e o rapaz, de vermelho que estava, fez-se cor de cera;	1	senhora	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	21
382	A senhora está moça, está na força dos anos; seu marido não a satisfaz, é justo que o substitua por outro!	1	senhora	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	25
468	A Leonor surgiu logo também, enfiando curiosa a carapinha por entre o pescoço e o ombro da mulata.	18	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	20
498	Engomava bem e sabia fazer roupa branca de homem com muita perfeição.	6	branca	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	13
499	Ao lado da Leandra foi colocar-se à sua tina a Augusta Carne-Mole, brasileira, branca, mulher de Alexandre, um mulato de quarenta anos, soldado de policia, pernóstico, de grande bigode preto, queixo sempre escanhoado e um luxo de calças brancas engomadas e botões limpos na farda, quando estava de serviço.	22	mulato	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	59
499	Ao lado da Leandra foi colocar-se à sua tina a Augusta Carne-Mole, brasileira, branca, mulher de Alexandre, um mulato de quarenta anos, soldado de policia, pernóstico, de grande bigode preto, queixo sempre escanhoado e um luxo de calças brancas engomadas e botões limpos na farda, quando estava de serviço.	15	branca	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	59
510	A primeira, mulata antiga, muito seria e asseada em exagero: a sua casa estava sempre úmida das consecutivas lavagens.	3	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	23
516	Tinha uma cara macilenta de velha portuguesa devota, que já foi gorda, bochechas moles de pelancas rechupadas, que lhe pendiam dos cantos da boca como saquinhos vazios; fios negros no queixo, olhos castanhos, sempre chorosos engolidos pelas pálpebras.	32	negros	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	45
520	grandeza só lhe ficara uma caixa de rapé de ouro, na qual a inconsolável senhora pitadeava agora, suspirando a cada pitada.	15	senhora	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	24
541	— Eu, se fosse a senhora, casava-os assim mesmo!	6	senhora	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	12
560	E ninguém o encontrava, domingo ou dia de semana, lavando ou descansando, que não estivesse com a sua calça branca engomada, a sua camisa limpa, um lenço ao pescoço, e, amarrado à cinta, um avental que lhe caia sobre as pernas como uma saia.	22	branca	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	53
577	A Leocádia explicou logo que a mulata estava com certeza de pândega com o Firmo.	6	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	16
585	— Não, disse a Machona; o quarto está fechado, mas a mulata tem coisas lá.	14	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	19
614	— Então agora, com este mulato, o Firmo, é uma pouca-vergonha!	6	mulato	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	15
650	Ao lado, na casinha de pasto, a Bertoleza, de saias arrepanhadas no quadril, o cachaço grosso e negro, reluzindo de suor, ia e vinha de uma panela à outra, fazendo pratos, que João Romão levava de carreira aos trabalhadores assentados num compartimento junto.	21	negro	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	52
704	Aposto a mão direita em como o senhor não encontra por cinqüenta mil-réis quem dirija a broca, pese a pólvora e lasque fogo, sem lhe estragar a pedra e sem fazer desastres!	7	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	35
713	— Contou-mo, sim senhor, e o desastre não aconteceria se o homem soubesse fazer o serviço!	4	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	19
734	"; a Bruxa monologava, resmungando numa insistência de idiota, ao lado da Marciana que, com o seu tipo de mulata velha, um cachimbo ao canto da boca, cantava toadas monótonas do sertão: ""Maricas tá marimbando, Maricas tá marimbando, Na passage do riacho Maricas tá marimbando."	22	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	55
735	""" A Florinda, alegre, perfeitamente bem com o rigor do sol, a rebolar sem fadigas, assoviava os chorados e lundus que se tocavam na estalagem, e junto dela, a melancólica senhora Dona Isabel suspirava, esfregando a sua roupa dentro da tina, automaticamente, como um condenado a trabalhar no presídio;"	36	senhora	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	59
753	— O senhor tem aqui muita gente!	2	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	8
768	Era preciso martirizar a vista para descobrir as nuanças da pedra; nada mais que uma grande mancha branca e luminosa, terminando pela parte de baixo no chão coberto de cascalho miúdo, que ao longe produzia o efeito de um betume cinzento, e pela parte de cima na espessura compacta do arvoredo, onde se não distinguiam outros tons mais do que nódoas negras, bem negras, sobre o verde-escuro.	66	negras	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	75
768	Era preciso martirizar a vista para descobrir as nuanças da pedra; nada mais que uma grande mancha branca e luminosa, terminando pela parte de baixo no chão coberto de cascalho miúdo, que ao longe produzia o efeito de um betume cinzento, e pela parte de cima na espessura compacta do arvoredo, onde se não distinguiam outros tons mais do que nódoas negras, bem negras, sobre o verde-escuro.	69	negras	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	75
768	Era preciso martirizar a vista para descobrir as nuanças da pedra; nada mais que uma grande mancha branca e luminosa, terminando pela parte de baixo no chão coberto de cascalho miúdo, que ao longe produzia o efeito de um betume cinzento, e pela parte de cima na espessura compacta do arvoredo, onde se não distinguiam outros tons mais do que nódoas negras, bem negras, sobre o verde-escuro.	18	branca	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	75
818	Mas quem tem ai o senhor capaz de fazer isso?	5	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	11
895	— É lavadeira, sim senhor.	5	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	7
904	Ela trazia uma saia de sarja roxa, cabeção branco de paninho de algodão e na cabeça um lenço vermelho de alcobaça; o marido a mesma roupa do dia anterior.	9	branco	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	32
945	Para continuar a servir na roça tinha que sujeitar-se a emparelhar com os negros escravos e viver com eles no mesmo meio degradante, encurralado como uma besta, sem aspirações, nem futuro, trabalhando eternamente para outro.	13	negros	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	40
945	Para continuar a servir na roça tinha que sujeitar-se a emparelhar com os negros escravos e viver com eles no mesmo meio degradante, encurralado como uma besta, sem aspirações, nem futuro, trabalhando eternamente para outro.	14	escravos	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	40
996	E o canto daquela guitarra estrangeira era um lamento choroso e dolorido, eram vozes magoadas, mais tristes do que uma oração em alto-mar, quando a tempestade agita as negras asas homicidas, e as gaivotas doidejam assanhadas, cortando a treva com os seus gemidos pressagos, tontas como se estivessem fechadas dentro de uma abóbada de chumbo.	31	negras	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	62
1001	Desprezavam-se os grandes chapéus de palha e os aventais de aniagem; agora as portuguesas tinham na cabeça um lenço novo de ramagens vistosas e as brasileiras haviam penteado o cabelo e pregado nos cachos negros um ramalhete de dois vinténs; aquelas trancavam no ombro xales de lã vermelha, e estas de crochê, de um amarelo desbotado.	35	negros	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	61
1013	Do sobrado do Miranda só as duas últimas janelas já estavam abertas e, pela escada que descia para o quintal, passava uma criada carregando baldes de águas servidas.	24	criada	criado	O Cortiço	Aluísio Azevedo	1890	Realismo	31
1017	Muitas lavadeiras tinham ido para o portão, olhar quem passava; ao lado delas o Albino, vestido de branco, com o seu lenço engomado ao pescoço, entretinha-se a chupar balas de açúcar, que comprara ali mesmo ao tabuleiro de um baleiro freguês do cortiço.	20	branco	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	50
1018	Dentro da taverna, os martelos de vinho branco, os copos de cerveja nacional e os dois vinténs de parati ou laranjinha sucediam-se por cima do balcão, passando das mãos do Domingos e do Manuel para as mãos ávidas dos operários e dos trabalhadores, que os recebiam com estrondosas exclamações de pândega.	8	branco	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	56
1039	— E não é que o demo da mulata está cada vez mais sacudida?	8	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	15
1047	trazia casaquinho branco, uma saia que lhe deixava ver o pé sem meia num chinelo de polimento com enfeites de marroquim de diversas cores.	2	branco	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	26
1080	Leocádia, que era perdida pela mulata, saltara-lhe ao pescoço ao primeiro encontro, e agora, defronte dela, com as mãos nas cadeiras, os olhos úmidos de comoção, rindo, sem se fartar de vê-la, fazia-lhe perguntas sobre perguntas:	6	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	46
1089	Um marido é pior que o diabo; pensa logo que a gente é escrava!	14	escrava	escravo	O Cortiço	Aluísio Azevedo	1890	Realismo	16
1092	Não há como viver cada um senhor e dono do que é seu!	6	senhor	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	14
1098	Florinda ajudava a mãe a preparar o almoço, quando lhe cheirou que chegara a mulata, e veio logo correndo, a rir-se desde longe, cair-lhe nos braços.	15	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	31
1100	A das Dores, com as saias arrepanhadas no quadril e uma toalha por cima amarrada pela parte de trás e servindo de avental, o cabelo ainda por pentear, mas entrouxado no alto da cabeça, abandonou a limpeza que fazia em casa e veio ter com a Rita, para dar-lhe uma palmada e gritar-lhe no nariz: — Desta vez tomaste um fartão, hein, mulata assanhada?	70	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	73
1109	Ao ver Dona Isabel, que apareceu toda cerimoniosa na sua saia da missa e com o seu velho xale de Macau, abraçou-a e pediu-lhe uma pitada, que a senhora recusou, resmungando: — Sai daí diabo!	31	senhora	senhor	O Cortiço	Aluísio Azevedo	1890	Realismo	41
1111	perguntou a mulata.	2	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	4
1123	O circunspecto Alexandre, sem querer declinar da sua gravidade, pois que estava fardado e pronto para sair, contentou-se em fazer com a mão um cumprimento à mulata, ao qual retrucou esta com uma continência militar e uma gargalhada que o desconcertaram.	29	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	46
1132	fez ele, quando a mulata se aproximou.	5	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	9
1139	Todos acharam graça nesta pantomimice do velhinho, e então, a mulata, para completar a brincadeira, deu uma volta entufando as saias e sacudiu-as depois sobre a cabeça dele, que se fingiu indignado, a fungar exageradamente.	12	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	42
1146	Ninguém como o diabo da mulata para armar uma função que ia pelas tantas da madrugada, sem saber a gente como foi que a noite se passou tão depressa.	5	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	31
1159	O Firmo, o mulato com quem ela agora vivia metida, o demônio que a desencabeçara para aquela maluqueira, de Jacarepaguá, ia lá jantar esse dia com um amigo.	4	mulato	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	33
1162	Ao lado direito da casinha da mulata, no número 8, a das Dores preparava-se também para receber nesse dia o seu amigo e dispunha-se a fazer uma limpeza geral nas paredes, nos tetos, no chão e nos móveis, antes de meter-se na cozinha.	6	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	49
1165	O Albino encarregou-se de varrer e arrumar a casa desta, entretanto que a mulata ia para o fogão preparar os seus quitutes do Norte.	14	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	26
1188	Firmo, o atual amante de Rita Baiana, era um mulato pachola, delgado de corpo e ágil como um cabrito; capadócio de marca, pernóstico, só de maçadas, e todo ele se quebrando nos seus movimentos de capoeira.	11	mulato	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	44
1191	A respeito de barba, nada mais que um bigodinho crespo, petulante, onde reluzia cheirosa a brilhantina do barbeiro; grande cabeleira encaracolada, negra, e bem negra, dividida ao meio da cabeça, escondendo parte da testa e estufando em grande gaforina por debaixo da aba do chapéu de palha, que ele punha de banda, derreado sobre a orelha esquerda.	26	negra	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	68
1191	A respeito de barba, nada mais que um bigodinho crespo, petulante, onde reluzia cheirosa a brilhantina do barbeiro; grande cabeleira encaracolada, negra, e bem negra, dividida ao meio da cabeça, escondendo parte da testa e estufando em grande gaforina por debaixo da aba do chapéu de palha, que ele punha de banda, derreado sobre a orelha esquerda.	30	negra	negro	O Cortiço	Aluísio Azevedo	1890	Realismo	68
1207	A cafuza morreu e o Firmo tomou conta da mulata; mas pouco depois se separaram por ciúmes, o que aliás não impediu que se tornassem a unir mais tarde, e que de novo brigassem e de novo se procurassem.	9	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	43
1223	"Rita ""botou"" vestido branco, de cambraia, encanudado a ferro."	5	branco	branco	O Cortiço	Aluísio Azevedo	1890	Realismo	14
1243	Aquele não largava a cintura da mulata e só bebia no mesmo copo com ela;	6	mulata	mulato	O Cortiço	Aluísio Azevedo	1890	Realismo	16
